IMPRESA,INDIRIZZO,COMUNE,CATEGORIA,SOTTOCATEGORIA,POSIZIONE,CODICE,DENOMINAZIONE URBANISTICA GENERICA,DENOMINAZIONE UFFICIALE,LOCALITA’,NUMERO CIVICO,ESPONENTE,CODICE POSTALE,CODICE ASSEGNATO AI COMUNI DA ISTAT,COMUNITA’ DI VALLE,TELEFONO,E-MAIL,SITO INTERNET,LATITUDINE,LONGITUDINE,POSITION
RISTORANTE ALBERGO LATEMAR S.N.C. DI BETTA MARISA E &.,"VIA LATEMAR, 16",CASTELLO-MOLINA DI FIEMME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.28368,11.43809",667,VIA,LATEMAR,,16,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-235727,,,46.28368,11.43809,
BAR RISTORANTE PIZZERIA AL LAGO,"LOCALITA' STRAMENTIZZO NUOVO, 20",CASTELLO-MOLINA DI FIEMME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.26670,11.40682",669,,,STRAMENTIZZO NUOVO,20,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-341235,,https://ristorante-pizzeria-bar-al-lago.business.site/,46.26670,11.40682,
BAR RISTORANTE ALBERGO PINETA,"VIA CADINO, 2 - MOLINA DI FIEMME",CASTELLO-MOLINA DI FIEMME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.26800,11.41780",670,VIA,CADINO,MOLINA DI FIEMME,2,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,377 309 2003,,http://albergo-pineta.alltrentinohotels.com/it/,46.26800,11.41780,
RISTORANTE ALBERGO ANCORA DI ZANCANELLA PAOLO E LUCIA S.N.C.,"VIA GUGLIELMO MARCONI, 4 - MOLINA DI FIEMME",CASTELLO-MOLINA DI FIEMME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.27272,11.41615",671,VIA,GUGLIELMO MARCONI,MOLINA DI FIEMME,4,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-340044,htl.ancora@gmail.com,www.ancorafiemme.it,46.27272,11.41615,
PANIFICIO TARTER DI MARCO TARTER & C. S.N.C.,"VIA ROMA, 18 - MOLINA DI FIEMME",CASTELLO-MOLINA DI FIEMME,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.28032,11.43461",672,VIA,ROMA,MOLINA DI FIEMME,18,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-230421,,,46.28032,11.43461,
FAMIGLIA COOPERATIVA DI CAVALESE - MOLINA DI FIEMME - PREDAIA,"VIA GUGLIELMO MARCONI, 23 - MOLINA DI FIEMME",CASTELLO-MOLINA DI FIEMME,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.27329,11.41614",673,VIA,GUGLIELMO MARCONI,MOLINA DI FIEMME,23,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-340068,commerciale@coopcavalese.it,https://www.coopcavalese.it/puntovendita-Molina,46.27329,11.41614,
FAMIGLIA COOPERATIVA DI CAVALESE - CASTELLO DI FIEMME,"VIA ROMA, 11",CASTELLO-MOLINA DI FIEMME,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.28155,11.43471",674,VIA,ROMA,,11,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462341343,commerciale@coopcavalese.it,coopcavalese.it/puntovendita-Castello,46.28155,11.43471,
CARTOLERIA GIOCATTOLI BERTOLDI,"PIAZZA SAN GIOVANNI, 37 - FONDO",BORGO D’ANAUNIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.44012,11.13701",675,PIAZZA,SAN GIOVANNI,FONDO,37,,38013,022252,COMUNITA’ DELLA VAL DI NON,0463-831160,,,46.44012,11.13701,
LATTERIA SOCIALE DI FONDO,"VIA QUATTRO NOVEMBRE, 70 - FONDO",BORGO D’ANAUNIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.44144,11.13031",677,VIA,QUATTRO NOVEMBRE,FONDO,70,,38013,022252,COMUNITA’ DELLA VAL DI NON,0463-831294,info@latteriasocialefondo.it,https://www.latteriasocialefondo.it/,46.44144,11.13031,
FAMIGLIA COOPERATIVA VAL DI NON,"VIA CESARE BATTISTI, 20 - FONDO",BORGO D’ANAUNIA,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.43745,11.13652",678,VIA,CESARE BATTISTI,FONDO,20,,38013,022252,COMUNITA’ DELLA VAL DI NON,0463-832414,info@coopvaldinon.it,https://www.cooperazionetrentina.it/it/cooperative/famiglia-cooperativa-val-di-non-societa-cooperativa,46.43745,11.13652,
FAMIGLIA COOPERATIVA VAL DI NON S.C.A.R.L. - CASEZ,VIA DI SAN GIOVANNI NEPOMUCENO 2 - CASEZ,SANZENO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.37525,11.07584",680,VIA,DI SAN GIOVANNI NEPOMUCENO,CASEZ,,,38010,022169,COMUNITA’ DELLA VAL DI NON,0463-434352,casez@coopvaldinon.it,http://www.coopvaldinon.it/punti-vendita-famiglia-cooperativa-val-di-non/casez/,46.37525,11.07584,
FAMIGLIA COOPERATIVA VAL DI NON S.C.A.R.L. - SANZENO,"PIAZZETTA DI SANTA MARIA, 1",SANZENO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36583,11.07580",681,PIAZZETTA,DI SANTA MARIA,,1,,38010,022169,COMUNITA’ DELLA VAL DI NON,0463-435035,sanzeno@coopvaldinon.it,http://www.coopvaldinon.it/punti-vendita-famiglia-cooperativa-val-di-non/sanzeno/,46.36583,11.07580,
FAMIGLIA COOPERATIVA VAL DI NON S.C.A.R.L. - BANCO,"VIA DI SANT’ANTONIO ABATE, 11 - BANCO",SANZENO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.37339,11.06924",682,VIA,DI SANT’ANTONIO ABATE,BANCO,11,,38010,022169,COMUNITA’ DELLA VAL DI NON,0463-435256,banco@coopvaldinon.it,http://www.coopvaldinon.it/punti-vendita-famiglia-cooperativa-val-di-non/banco/,46.37339,11.06924,
BAR ALLA FONTANA – ISA TRIDENTUM SRLS,"PIAZZA DELLA FONTANA, 6",SANZENO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.36541,11.07444",683,PIAZZA,DELLA FONTANA,,6,,38010,022169,COMUNITA’ DELLA VAL DI NON,0463-434435,,,46.36541,11.07444,
BAR DALPIAZ DI DALPIAZ STEFANO,"VIA DELLA NOVELLA, 51 - BANCO",SANZENO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.37461,11.06972",685,VIA,DELLA NOVELLA,BANCO,51,,38010,022169,COMUNITA’ DELLA VAL DI NON,0463-434166,,,46.37461,11.06972,
PANIFICIO ZORZI DI ZORZI EZIO & C. S.N.C.,"VIA ROMA, 34",CASTELLO-MOLINA DI FIEMME,SETTORE ALIMENTARE,ARTIGIANO,"46.28070,11.43459",688,VIA,ROMA,,34,,38030,022047,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-341482,,,46.28070,11.43459,
QUEN CONFEZIONI,"PIAZZA DANTE ALIGHIERI, 5 - FONDO",BORGO D’ANAUNIA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.43907,11.13670",690,PIAZZA,DANTE ALIGHIERI,FONDO,5,,38013,022252,COMUNITA’ DELLA VAL DI NON,0463-830162,,,46.43907,11.13670,
RESTEL DE FER,"VIA RESTEL DE FER, 10",RIVA DEL GARDA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88246,10.85692",691,VIA,RESTEL DE FER,,10,,38066,022153,COMUNITA' ALTO GARDA E LEDRO,0464-553481 - 340 071 6085,info@resteldefer.com,https://www.resteldefer.com/it/,45.88246,10.85692,
TUTTO LUCE SAS,"VIA CALEPINA, 40",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06710,11.12484",693,VIA,CALEPINA,,40,,38122,022205,TERRITORIO VAL D'ADIGE,0461-238767 – 345 525 2194,info@tuttoluce.it - assistenza@tuttoluce.it,http://www.tuttoluce.it/1/contatti_1385259.html,46.06710,11.12484,
BAR TRE PORTONI,"VIA SANTA CROCE, 48",TRENTO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.06402,11.12337",694,VIA,SANTA CROCE,,48,,38122,022205,TERRITORIO VAL D'ADIGE,0461-986606,,,46.06402,11.12337,
BAR ROMA,"VIA ROMA, 22",OSPEDALETTO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.04250,11.55347",695,VIA,ROMA,,22,,38050,022130,COMUNITA' VALSUGANA E TESINO,0461-768300,,,46.04250,11.55347,
FIORERIA STELLA,"CORSO TRE NOVEMBRE, 44",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06190,11.12383",696,CORSO,TRE NOVEMBRE,,44,,38122,022205,TERRITORIO VAL D'ADIGE,0461-916209,fioreria.stella@libero.it,https://www.fioreriastella.it/chi-siamo-339.html,46.06190,11.12383,
CONTINI,"VIA FIUME, 55",RIVA DEL GARDA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88605,10.83951",697,VIA,FIUME,,55,,38066,022153,COMUNITA' ALTO GARDA E LEDRO,347 753 4471,info@contini1933.it,https://www.contini1933.it/,45.88605,10.83951,
A. CRIVELLARI – COSE DI CASA,"VIA CESARE BATTISTI, 8",PERGINE VALSUGANA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06268,11.24270",698,VIA,CESARE BATTISTI,,8,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-329176,,,46.06268,11.24270,
FRISANCO,PIAZZA SPIAZ DE LE OCHE,PERGINE VALSUGANA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.05920,11.23878",699,PIAZZA,SPIAZ DE LE OCHE,,,,38057,022139,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-531194,info@ferramentafrisanco.it,https://ferramentafrisanco.it/,46.05920,11.23878,
ALIMENTARI CAOLA,"VIA MATURI, 1",PINZOLO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.15826,10.76582",700,VIA,MATURI,,1,,38086,022143,COMUNITA' DELLE GIUDICARIE,0465-501029,,"https://alimentaricaola.chemangio.app/it/catalogo/dettaglio_catalogo/alimentari_caola,34.html",46.15826,10.76582,
LA BOTTEGA DEL MOLETA,"VIA LAMPI, 9",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36480,11.03263",701,VIA,LAMPI,,9,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-422363,,,46.36480,11.03263,
ALBERGO RISTORANTE CLES – OSTERIA PALAZAN,"PIAZZA NAVARRINO, 7",CLES,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.36514,11.03540",702,PIAZZA,NAVARRINO,,7,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421300,info@albergocles.com,http://www.hotelcles.com/,46.36514,11.03540,
CAFF'EUROPA,"PIAZZA GRANDA, 5",CLES,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.36518,11.03302",703,PIAZZA,GRANDA,,5,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421154,,,46.36518,11.03302,
VISINTAINER CARTOLIBRERIA,"PIAZZA GRANDA, 3",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36513,11.03315",706,PIAZZA,GRANDA,,3,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421157,info@cartolibreriavisintainer.it,https://www.visintainerfrancesco.it/contatti,46.36513,11.03315,
ROSANI ALIMENTARI,"PIAZZA PEZ, 1",CLES,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36358,11.03663",707,PIAZZA,PEZ,,1,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421176,,,46.36358,11.03663,
SEGHERIA LONGO,"VIA GUGLIELMO MARCONI, 38-44",CLES,SETTORE NON ALIMENTARE,ARTIGIANO,"46.36651,11.03609",708,VIA,GUGLIELMO MARCONI,,38-44,,38023,022062,COMUNITA’ DELLA VAL DI NON,333 742 2001,,,46.36651,11.03609,
ALIMENTARI PAOLI S.N.C.,"VIA DIAZ, 6-A",CLES,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36117,11.02940",709,VIA,DIAZ,,6,A,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421636,,,46.36117,11.02940,
VALENTINOTTI FRANCESCO,"PIAZZA GRANDA, 40",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36578,11.03374",712,PIAZZA,GRANDA,,40,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421124,,,46.36578,11.03374,
OREFICERIA A. CORRADINI,"PIAZZA GRANDA, 23",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36544,11.03316",714,PIAZZA,GRANDA,,23,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-609280 – 0463-421443,info@corradinicles.com,https://corradinicles.com/,46.36544,11.03316,
ANGELI NICOLA,"PIAZZA MUNICIPIO, 4",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36496,11.03414",715,PIAZZA,MUNICIPIO,,4,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421444,info@angeligioielli.it,https://www.angeligioielli.it/,46.36496,11.03414,
PREZIOSI STELLA,"PIAZZA MUNICIPIO, 7",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36495,11.03404",716,PIAZZA,MUNICIPIO,,7,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421282,preziosistella@alice.it,https://preziosistella.com/,46.36495,11.03404,
PESCHERIA GOIO,"VIA LAMPI, 2",CLES,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36499,11.03250",717,VIA,LAMPI,,2,,38023,022062,COMUNITA’ DELLA VAL DI NON,335 606 3111,goiopescheria@virgilio.it,https://www.facebook.com/p/Pescheria-Goio-100043398536575/,46.36499,11.03250,
COLORIFICIO PIZ,"PIAZZA GRANDA, 30",CLES,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.36587,11.03341",718,PIAZZA,GRANDA,,30,,38023,022062,COMUNITA’ DELLA VAL DI NON,0463-421382,pizelena@libero.it,,46.36587,11.03341,
ABRAM VITTORIO E C. SNC,"VIA CESARE BATTISTI, 51",SARNONICO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.41666,11.14050",719,VIA,CESARE BATTISTI,,51,,38011,022170,COMUNITA’ DELLA VAL DI NON,0463-831279,abramvit@abramvittorio.191.it,,46.41666,11.14050,
BAZAR GIORNALI DI CATTARINI VINCENZO,"VIA QUATTRO NOVEMBRE, 2",SARNONICO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.41977,11.14091",720,VIA,QUATTRO NOVEMBRE,,2,,38011,022170,COMUNITA’ DELLA VAL DI NON,0463-831592,,,46.41977,11.14091,
CALZATURE DALLAPÈ,"VIALE TRENTO, 14 - STRAVINO",CAVEDINE,SETTORE NON ALIMENTARE,ARTIGIANO,"46.00256,10.98027",721,VIALE,TRENTO,STRAVINO,14,,38073,022053,COMUNITA' DELLA VALLE DEI LAGHI,0461-568558 - 335 622 2200,info@calzaturedallape.it,https://www.calzaturedallape.it/,46.00256,10.98027,
BAITA SANTA LUCIA,"VIA SANTA LUCIA, 36 - BEZZECCA",LEDRO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88784,10.69973",722,VIA,SANTA LUCIA,BEZZECCA,36,,38067,022229,COMUNITA' ALTO GARDA E LEDRO,0464-591290,baita@email.it,https://baitasluciadafritz.eatbu.com/?lang=it,45.88784,10.69973,
ANTICA CROCE,"VIA DEI LAGHI, 1",TENNO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.91755,10.83299",723,VIA,DEI LAGHI,,1,,38060,022191,COMUNITA' ALTO GARDA E LEDRO,0464-500620 - 330 987 033,info@gardaslowemotion.it,https://gardaslowemotion.it/it/,45.91755,10.83299,
MOBILI ZENI LINO S.R.L.,"VIA POSTAL, 29 - GRUMO",SAN MICHELE ALL’ADIGE,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.19761,11.12485",724,VIA,POSTAL,GRUMO,29,,38010,022167,COMUNITA' ROTALIANA-KOENIGSBERG,0461-650476,info@mobilizenilino.it,https://www.mobilizenilino.com/,46.19761,11.12485,
HOTEL CANTALEONE,"VIA TONALE, 23 - GRUMO",SAN MICHELE ALL’ADIGE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.19607,11.12923",725,VIA,TONALE,GRUMO,23,,38010,022167,COMUNITA' ROTALIANA-KOENIGSBERG,339 595 2739,,https://hotelcantaleone.it/,46.19607,11.12923,
BAR AL TURISTA,"VIA BRENNERO, 32",SAN MICHELE ALL’ADIGE,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.19394,11.13250",726,VIA,BRENNERO,,32,,38010,022167,COMUNITA' ROTALIANA-KOENIGSBERG,,,,46.19394,11.13250,
BAR DIGA,"LOCALITA' PENIA / FEDAIA, 12",CANAZEI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.45908,11.86379",727,,,PENIA / FEDAIA,12,,38032,022039,COMUNITA’ GENERAL DE FASCIA,0462-601370,,,46.45908,11.86379,
ALBERGO MONTILESSINI,"LOCALITA' SEGA, 7",ALA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.69435,10.97558",728,,,SEGA,7,,38061,022001,COMUNITA' DELLA VALLAGARINA,0464-671253,,https://albergo-ristorante-monti-lessini.gohotelly.com/,45.69435,10.97558,
BAR ALA,"PIAZZA GENERALE ANTONIO CANTORE, 1",ALA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.75776,11.00539",729,PIAZZA,GENERALE ANTONIO CANTORE,,1,,38061,022001,COMUNITA' DELLA VALLAGARINA,,,,45.75776,11.00539,
BAR TABACCHI DI BONGIOVANNI MAURO,"PIAZZETTA CANTORE, 5",ALA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.75777,11.00528",730,PIAZZETTA,CANTORE,,5,,38061,022001,COMUNITA' DELLA VALLAGARINA,0464-017891,,,45.75777,11.00528,
VECCHIO CARNERA,"PIAZZA BUONACQUISTO, 4",ALA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.75680,11.00671",732,PIAZZA,BUONACQUISTO,,4,,38061,022001,COMUNITA' DELLA VALLAGARINA,0464-671900,osteriacarnera@gmail.com,https://www.leggimenu.it/menu/osteriacarnera,45.75680,11.00671,
OREFICERIA CATTONI DI CATTONI CLAUDIO,"VIA CESARE BATTISTI, 19",COMANO TERME,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.03517,10.87203",733,VIA,CESARE BATTISTI,,19,,38077,022228,COMUNITA' DELLE GIUDICARIE,0465-702095,,,46.03517,10.87203,
CATTONI ELETTRONICA DI CATTONI ROBERTO,"VIA CESARE BATTISTI, 15",COMANO TERME,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.03519,10.87190",734,VIA,CESARE BATTISTI,,15,,38077,022228,COMUNITA' DELLE GIUDICARIE,0465-701356,roberto.cattoni@cattonielettronica.com,https://www.facebook.com/CattoniElettrodomestici/,46.03519,10.87190,
ALBERGO MIRAMONTI SAS DI PEDERGNANA CIRO & C.,"LOCALITA' SAN BERNARDO, 55",RABBI,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.39953,10.84838",735,,,SAN BERNARDO,55,,38020,022150,COMUNITA' DELLA VALLE DI SOLE,0463-985119,info@albergomiramonti.info,https://www.albergomiramonti.info/it/condizioni-di-soggiorno.html,46.39953,10.84838,
INDAL,"VIA VENTIQUATTRO MAGGIO, 9 - TRENTO",TRENTO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06412,11.12134",738,VIA,VENTIQUATTRO MAGGIO,TRENTO,9,,38122,022205,TERRITORIO VAL D'ADIGE,0461-981511,,www.cioccolateriaindal.it,46.06412,11.12134,
ZANLUCCHI SOFIA & C. S.A.S.,VIA DEI BAGNI DI FIENO,GARNIGA TERME,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.00145,11.08599",739,VIA,DEI BAGNI DI FIENO,,,,38060,022091,TERRITORIO VAL D'ADIGE,0461-842807,,,46.00145,11.08599,
RISTORANTE BAR JA VITO DI VENDER KATIA E C. S.N.C.,"STRADON DE FASCIA, 2",SORAGA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.39445,11.66696",740,STRADON,DE FASCIA,,2,,38030,022176,COMUNITA’ GENERAL DE FASCIA,0462 768360 338 137 9613,,,46.39445,11.66696,
SALONE FUORI DI TESTA DI POZZA NADIA,"PIAZZA NUOVA, 19",TESERO,SERVIZI ALLA PERSONA,ARTIGIANO,"46.29022,11.51107",741,PIAZZA,NUOVA,,19,,38038,022196,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-813047,,,46.29022,11.51107,
FILIPPI E GARDUMI S.N.C. DI GARDUMI RENZO & C.,"VIA BOLGHERA, 34",TRENTO,SETTORE ALIMENTARE,ARTIGIANO,"46.05837,11.13027",742,VIA,BOLGHERA,,34,,38122,022205,TERRITORIO VAL D'ADIGE,0461-932088,filippiegardumi@gmail.com,www.filippiegardumi.it,46.05837,11.13027,
ALBERGO LOCANDA FIORE DI SALIZZONI SILVIO E RITA S.N.C.,"VIA GIUSEPPE MAZZINI, 22 - POIA",COMANO TERME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.02846,10.87849",743,VIA,GIUSEPPE MAZZINI,POIA,22,,38077,022228,COMUNITA' DELLE GIUDICARIE,0465-701401,info@albergofiore.it,https://albergofiore.it/,46.02846,10.87849,
SCANDOLARI GIULIANO,"VIA PINZOLO, 4",TIONE DI TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.03810,10.72665",744,VIA,PINZOLO,,4,,38079,022199,COMUNITA' DELLE GIUDICARIE,0465-321062,gscandolari@yahoo.it,https://www.facebook.com/StazioneScandolariEsso/,46.03810,10.72665,
SIMONI S.N.C. DI SIMONI WALTER & C.,"VIA GIUSEPPE GOZZER, 8",BORGO VALSUGANA,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.05137,11.46164",745,VIA,GIUSEPPE GOZZER,,8,,38051,022022,COMUNITA' VALSUGANA E TESINO,0461-753265,info@simonistufe.it,www.simonistufe.it,46.05137,11.46164,
BONELLI LORENZA – GIOIELLERIA BONELLI,"VIALE NOVE NOVEMBRE, 12",CAVALESE,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.29263,11.45749",746,VIALE,NOVE NOVEMBRE,,12,,38033,022050,COMUNITA' TERRITORIALE DELLA VALLE DI FIEMME,0462-341819,lorybonelli@gmail.com,https://www.facebook.com/p/gioielleria-bonelli-61574579536281/,46.29263,11.45749,
BAR VENETO – MINZATU LILIA,"VIA VITTORIO VENETO, 79",TRENTO,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.05978,11.12565",747,VIA,VITTORIO VENETO,,79,,38122,022205,TERRITORIO VAL D'ADIGE,,,,46.05978,11.12565,
ZOTTA ALESSANDRO,"VIA SAN VIGILIO, 24-26",TRENTO,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06639,11.12246",748,VIA,SAN VIGILIO,,24,26,38122,022205,TERRITORIO VAL D'ADIGE,0461-233039,,https://www.instagram.com/zotta_pelletteria_valigeria/,46.06639,11.12246,
LA BIFORA S.N.C. DI BINELLI D. E GIACOMINI A.,"VIA TRENTO, 11",MALE',SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.35305,10.91258",749,VIA,TRENTO,,11,,38027,022110,COMUNITA' DELLA VALLE DI SOLE,0463-901415,info@labifora.it,https://www.labifora.it/,46.35305,10.91258,
BATTAIOLA LUIGI & C. S.A.S.,"VIA DAMIANO CHIESA, 8",MALE',SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.35168,10.91234",750,VIA,DAMIANO CHIESA,,8,,38127,022110,COMUNITA' DELLA VALLE DI SOLE,333 302 1394,info@battaiola.it,www.battaiola.it,46.35168,10.91234,
ALBERGO BAR RISTORANTE MIRAVALLE,"VIA MONTE ORO, 9",RIVA DEL GARDA,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"45.88661,10.83832",751,VIA,MONTE ORO,,9,,38066,022153,COMUNITA' ALTO GARDA E LEDRO,0464-552335,info@hotelvillamiravalle.com,https://www.hotelvillamiravalle.com/,45.88661,10.83832,
BAR SELVA,"VIA BERNARDO CLESIO, 9 - SELVA",LEVICO TERME,SOMMINISTRAZIONE DI ALIMENTI E BEVANDE,PUBBLICO ESERCIZIO,"46.01420,11.31815",752,VIA,BERNARDO CLESIO,SELVA,9,,38056,022104,COMUNITA' ALTA VALSUGANA E BERSNTOL,,,https://www.facebook.com/BarSelva/,46.01420,11.31815,
EDICOLA EFREM DI FILIPPI EFREM,"VIA REGIA, 13",LEVICO TERME,SETTORE NON ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.01142,11.30187",753,VIA,REGIA,,13,,38056,022104,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-701352,info@labottegadiefrem.com,www.labottegadiefrem.com,46.01142,11.30187,
F. VETTORAZZI DI VETTORAZZI GIANCARLO E PAOLO & C. S.N.C.,"VIA DIAZ, 7",LEVICO TERME,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.01159,11.30266",754,VIA,DIAZ,,7,,38056,022104,COMUNITA' ALTA VALSUGANA E BERSNTOL,0461-706321,info@grappavettorazzi.it,https://www.grappavettorazzi.it/,46.01159,11.30266,
MACELLERIA CAPRARO,"VIA SANTA BUFFA, 7",PIEVE TESINO,SETTORE ALIMENTARE,COMMERCIO AL DETTAGLIO,"46.06895,11.60661",756,VIA,SANTA BUFFA,,7,,38050,022142,COMUNITA' VALSUGANA E TESINO,0461-594175 – 340 688 1413,info@macelleriacapraro.it,www.macelleriacapraro.it,46.06895,11.60661,
